exptgens	nedbarea	nmin	aar_mod	mod_nmin	ngodnt	nopt	potnmin	jordn	ngodnn	ngodn	nplac	dg25	ngtilg	rokap	dgv1059	dgv5980	bgbyg	ntilg	saamng	tkvs	saakern	partigerm	frspdag	jordinf	markgrm	antplnt	sorttkv	aks_m2	keraks	aks_vgt	srtsize	s2528	s2225	slt22	tkv	nprot	srtprot	ksort	spndx	udb	protein
x40_50	x1___375_	x30_45	x0	x30_45	x90_105	x135_150	x0_15	x30_45	x90_105	x90_105	Top_dressed	x32_5_37_5	x45_60	x162_5_187_5	x61_70	x5_10	x4_5_5_0	x75_90	x130_150	x40_42	x325_375	x90_93	x17_19	x_99_1_00	x90_93	x275_325	x8	x350_450	x17_19	x600_650	x0	x25_30	x5_10	x3_5	x45_47_5	x40_60	x6	x_85	x9_10	x_30	x11_5_12_0
x40_50	x3___500_	x15_30	x10	x0_15	x90_105	x135_150	x45_60	x60_75	x60_75	x60_75	Placed	x27_5_32_5	x60_75	x137_5_162_5	x41_50	x_35	x_3_0	x135_150	x190_210	x55_60	x325_375	x85_90	x_15	x_95__97	x80_85	x275_325	x5	x650_750	x15_17	x950_1050	x0	x0_5	x0_1	x0_1	x45_47_5	x80_100	x5	x_98	x9_10	x65_70	x11_0_11_5
x50_60	x3___500_	x30_45	x25	x0_15	x120_135	x120_135	x15_30	x30_45	x90_105	x90_105	Top_dressed	x_22_5	x90_105	x112_5_137_5	x41_50	x15_25	x3_5_4_0	x135_150	x210_230	x48_50	x_450	x99_100	x_15	x90__93	x90_93	x375_425	x6	x650_750	x15_17	x850_950	x1	x0_5	x0_1	x1_2	x45_47_5	x40_60	x5	x95_98	x9_10	x60_65	x11_5_12_0
x40_50	x3___500_	x15_30	x_10	x30_45	x75_90	x135_150	x60_75	x90_105	x45_60	x45_60	worked_in_solil	x_22_5	x60_75	x112_5_137_5	x25_40	x5_10	x4_0_4_5	x150_165	x110_130	x35_40	x275_325	x85_90	x_15	x_99_1_00	x85_90	x225_275	x6	x450_550	x13_15	x850_950	x1	x0_5	x0_1	x0_1	x50_55	x100_120	x3	x_98	x9_10	x40_50	x_12_0
x50_60	x3___500_	x30_45	x_15	x45_60	x75_90	x150_165	x75_90	x_120	x_45	x_45	worked_in_solil	x_22_5	x_45	x162_5_187_5	x61_70	x10_15	x4_0_4_5	x165_180	x70_90	x46_48	x_175	x80_85	x17_19	x_99_1_00	x80_85	x_175	x4	x550_650	x_23	x850_950	x3	x20_25	x5_10	x3_5	x40_42_5	x120_140	x6	x_85	x9_10	x50_55	x10_5_11_0
x40_50	x1___375_	x30_45	x_5	x30_45	x75_90	x135_150	x60_75	x105_120	x_45	x_45	Top_dressed	x37_5_47_5	x_45	x187_5_212_5	x61_70	x5_10	x3_5_4_0	x135_150	x150_170	x46_48	x325_375	x99_100	x21_23	x_95__97	x95_97	x325_375	x6	x_1150	x13_15	x550_600	x1	x5_10	x1_5	x3_5	x40_42_5	x100_120	x3	x85_90	x9_10	x70_80	x11_5_12_0
x50_60	x1___375_	x45_60	x25	x15_30	x105_120	x135_150	x45_60	x75_90	x60_75	x60_75	Top_dressed	x47_5_57_5	x_45	x187_5_212_5	x51_60	x25_35	x3_0_3_5	x105_120	x70_90	x46_48	x_175	x95_97	x_15	x_95__97	x90_93	x_175	x5	x450_550	x15_17	x750_850	x_3	x0_5	x0_1	x2_3	x45_47_5	x80_100	x3	x95_98	x9_10	x30_40	x9_5_10_0
x50_60	x2__375_500_	x30_45	x_5	x30_45	x105_120	x135_150	x15_30	x60_75	x75_90	x75_90	Top_dressed	x_22_5	x60_75	x137_5_162_5	x61_70	x5_10	x4_0_4_5	x120_135	x170_190	x50_55	x325_375	x99_100	x_15	x93__95	x94_95	x325_375	x6	x650_750	x17_19	x650_700	x2	x15_20	x1_5	x3_5	x40_42_5	x80_100	x3	x_85	x9_10	x40_50	x11_0_11_5
x50_60	x2__375_500_	x30_45	x5	x30_45	x90_105	x120_135	x60_75	x90_105	x_45	x_45	worked_in_solil	x_22_5	x_45	x162_5_187_5	x41_50	x25_35	x3_0_3_5	x120_135	x70_90	x44_46	x175_225	x90_93	x21_23	x93__95	x85_90	x175_225	x5	x450_550	x19_21	x750_850	x1	x15_20	x1_5	x3_5	x47_5_50	x100_120	x3	x_85	x9_10	x30_40	x_12_0
x40_50	x1___375_	x15_30	x_20	x30_45	x75_90	x120_135	x30_45	x75_90	x45_60	x45_60	Top_dressed	x_22_5	x_45	x112_5_137_5	x51_60	x0_5	x4_5_5_0	x105_120	x90_110	x50_55	x175_225	x93_95	x21_23	x_98__99	x90_93	x175_225	x3	x650_750	x19_21	x750_850	x1	x15_20	x1_5	x3_5	x_35	x80_100	x4	x85_90	x9_10	x55_60	x_12_0
x40_50	x2__375_500_	x30_45	x_10	x45_60	x75_90	x135_150	x15_30	x60_75	x75_90	x75_90	Placed	x11_5_27_5	x75_90	x162_5_187_5	x61_70	x0_5	x_5_0	x135_150	x190_210	x44_46	x_450	x95_97	x19_21	x_95__97	x90_93	x375_425	x6	x750_950	x21_23	x750_850	x0	x25_30	x5_10	x3_5	x42_5_45	x80_100	x3	x_85	x9_10	x65_70	x10_0_10_5
x30_40	x2__375_500_	x30_45	x15	x15_30	x90_105	x120_135	x_105	x_120	x_45	x_45	Top_dressed	x_22_5	x_45	x162_5_187_5	x61_70	x0_5	x4_5_5_0	x150_165	x50_70	x44_46	x_175	x_80	x21_23	x_99_1_00	x75_80	x_175	x6	x450_550	x21_23	x850_950	x_1	x20_25	x1_5	x3_5	x45_47_5	x120_140	x1	x_85	x9_10	x40_50	x11_0_11_5
x50_60	x2__375_500_	x45_60	x0	x45_60	x75_90	x135_150	x45_60	x105_120	x_45	x_45	Placed	x_22_5	x_45	x162_5_187_5	x61_70	x10_15	x4_0_4_5	x135_150	x90_110	x42_44	x225_275	x93_95	x19_21	x90__93	x85_90	x175_225	x3	x750_950	x21_23	x850_950	x0	x15_20	x1_5	x3_5	x35_40	x100_120	x2	x_85	x9_10	x70_80	x9_5_10_0
x30_40	x3___500_	x30_45	x5	x30_45	x75_90	x120_135	x15_30	x45_60	x60_75	x60_75	worked_in_solil	x27_5_32_5	x45_60	x137_5_162_5	x51_60	x25_35	x3_5_4_0	x90_105	x150_170	x42_44	x325_375	x95_97	x_15	x_98__99	x94_95	x325_375	x6	x350_450	x17_19	x850_950	x0	x0_5	x0_1	x3_5	x40_42_5	x60_80	x3	x95_98	x9_10	x30_40	x9_5_10_0
x30_40	x3___500_	x30_45	x_5	x30_45	x75_90	x120_135	x15_30	x60_75	x60_75	x60_75	Top_dressed	x_22_5	x45_60	x112_5_137_5	x41_50	x10_15	x3_5_4_0	x120_135	x190_210	x48_50	x375_424	x95_97	x15_17	x_95__97	x90_93	x325_375	x6	x550_650	x19_21	x700_750	x0	x25_30	x5_10	x3_5	x42_5_45	x80_100	x3	x_85	x9_10	x40_50	x_12_0
x40_50	x2__375_500_	x30_45	x15	x15_30	x90_105	x120_135	x0_15	x15_30	x90_105	x90_105	Top_dressed	x_22_5	x75_90	x162_5_187_5	x51_60	x5_10	x4_5_5_0	x90_105	x90_110	x35_40	x225_275	x90_93	x_15	x_99_1_00	x90_93	x225_275	x5	x350_450	x17_19	x650_700	x2	x15_20	x1_5	x3_5	x35_40	x40_60	x2	x_85	x9_10	x_30	x10_5_11_0
x40_50	x3___500_	x30_45	x5	x30_45	x75_90	x135_150	x30_45	x60_75	x60_75	x60_75	Top_dressed	x_22_5	x60_75	x162_5_187_5	x61_70	x10_15	x4_5_5_0	x135_150	x170_190	x48_50	x325_375	x85_90	x23_25	x93__95	x80_85	x275_325	x6	x650_750	x21_23	x650_700	x2	x15_20	x5_10	x3_5	x35_40	x80_100	x3	x_85	x9_10	x40_50	x9_5_10_0
x30_40	x2__375_500_	x15_30	x10	x0_15	x105_120	x120_135	x30_45	x45_60	x60_75	x60_75	worked_in_solil	x27_5_32_5	x45_60	x137_5_162_5	x61_70	x_35	x_3_0	x90_105	x170_190	x46_48	x375_424	x93_95	x17_19	x_99_1_00	x94_95	x375_425	x4	x750_950	x17_19	x650_700	x_3	x10_15	x1_5	x3_5	x40_42_5	x60_80	x5	x_85	x9_10	x55_60	x_12_0
x40_50	x3___500_	x30_45	x15	x15_30	x90_105	x150_165	x60_75	x90_105	x60_75	x60_75	Top_dressed	x11_5_27_5	x_45	x162_5_187_5	x61_70	x10_15	x4_5_5_0	x120_135	x170_190	x46_48	x375_424	x_80	x_15	x_99_1_00	x75_80	x275_325	x5	x950_1150	x17_19	x550_600	x2	x20_25	x5_10	x3_5	x40_42_5	x100_120	x4	x_85	x9_10	x60_65	x10_5_11_0
x40_50	x1___375_	x45_60	x_5	x45_60	x60_75	x135_150	x45_60	x105_120	x_45	x_45	Placed	x27_5_32_5	x_45	x137_5_162_5	x51_60	x5_10	x4_0_4_5	x135_150	x210_230	x55_60	x375_424	x95_97	x_15	x93__95	x90_93	x325_375	x4	x550_650	x19_21	x750_850	x1	x15_20	x1_5	x3_5	x35_40	x100_120	x4	x_85	x9_10	x40_50	x_12_0
x40_50	x1___375_	x30_45	x5	x30_45	x75_90	x120_135	x15_30	x45_60	x75_90	x75_90	worked_in_solil	x_22_5	x75_90	x112_5_137_5	x41_50	x5_10	x4_0_4_5	x135_150	x210_230	x35_40	x_450	x93_95	x15_17	x_99_1_00	x94_95	x375_425	x5	x550_650	x15_17	x850_950	x3	x0_5	x0_1	x1_2	x42_5_45	x60_80	x3	x_98	x9_10	x50_55	x10_5_11_0
x30_40	x2__375_500_	x15_30	x15	x0_15	x90_105	x120_135	x30_45	x30_45	x90_105	x90_105	Top_dressed	x27_5_32_5	x60_75	x62_5_87_5	x61_70	x_35	x_3_0	x105_120	x230_250	x48_50	x_450	x97_98	x15_17	x_99_1_00	x97_98	x_425	x4	x950_1150	x15_17	x650_700	x1	x5_10	x1_5	x3_5	x_35	x40_60	x1	x85_90	x9_10	x70_80	x9_0_9_5
x30_40	x3___500_	x30_45	x_25	x60_75	x45_60	x120_135	x30_45	x90_105	x_45	x_45	worked_in_solil	x37_5_47_5	x_45	x162_5_187_5	x51_60	x0_5	x4_0_4_5	x120_135	x130_150	x50_55	x225_275	x80_85	x_15	x93__95	x75_80	x175_225	x7	x450_550	x_23	x850_950	x3	x20_25	x5_10	x3_5	x45_47_5	x100_120	x2	x_85	x9_10	x40_50	x9_0_9_5
x40_50	x3___500_	x30_45	x_10	x45_60	x60_75	x135_150	x60_75	x105_120	x_45	x_45	Top_dressed	x_22_5	x_45	x187_5_212_5	x51_60	x10_15	x3_5_4_0	x135_150	x210_230	x40_42	x_450	x99_100	x_15	x_99_1_00	x99_100	x_425	x5	x650_750	x19_21	x700_750	x1	x20_25	x1_5	x3_5	x40_42_5	x100_120	x3	x_85	x9_10	x50_55	x_12_0
x40_50	x2__375_500_	x30_45	x5	x30_45	x90_105	x135_150	x0_15	x30_45	x105_120	x90_105	worked_in_solil	x_22_5	x90_105	x162_5_187_5	x61_70	x25_35	x3_5_4_0	x120_135	x130_150	x46_48	x275_325	x93_95	x_15	x90__93	x85_90	x225_275	x4	x550_650	x19_21	x700_750	x2	x20_25	x1_5	x3_5	x40_42_5	x40_60	x4	x_85	x9_10	x40_50	x10_5_11_0
x50_60	x2__375_500_	x45_60	x20	x30_45	x90_105	x135_150	x15_30	x45_60	x90_105	x90_105	Top_dressed	x_22_5	x60_75	x137_5_162_5	x61_70	x5_10	x4_5_5_0	x120_135	x90_110	x44_46	x175_225	x97_98	x25_27	x90__93	x85_90	x_175	x5	x750_950	x15_17	x700_750	x2	x0_5	x0_1	x3_5	x40_42_5	x60_80	x4	x95_98	x9_10	x60_65	x10_5_11_0
x30_40	x1___375_	x0_15	x_10	x15_30	x60_75	x120_135	x15_30	x30_45	x90_105	x60_75	worked_in_solil	x_22_5	x45_60	x112_5_137_5	x41_50	x10_15	x4_0_4_5	x75_90	x110_130	x35_40	x275_325	x98_99	x_15	x_95__97	x94_95	x275_325	x5	x550_650	x17_19	x650_700	x1	x15_20	x1_5	x3_5	x35_40	x40_60	x3	x_85	x9_10	x40_50	x11_0_11_5
x40_50	x3___500_	x30_45	x0	x30_45	x75_90	x135_150	x_105	x_120	x_45	x_45	worked_in_solil	x_22_5	x_45	x137_5_162_5	x51_60	x10_15	x4_0_4_5	x165_180	x170_190	x35_40	x_450	x90_93	x_15	x_99_1_00	x90_93	x375_425	x5	x750_950	x19_21	x750_850	x__1	x20_25	x1_5	x3_5	x42_5_45	x120_140	x2	x_85	x9_10	x65_70	x10_5_11_0
x_30	x1___375_	x15_30	x20	x0_15	x90_105	x_120	x60_75	x60_75	x_45	x_45	worked_in_solil	x37_5_47_5	x_45	x187_5_212_5	x51_60	x25_35	x4_0_4_5	x90_105	x70_90	x30_35	x225_275	x85_90	x_15	x_99_1_00	x85_90	x175_225	x6	x_350	x21_23	x750_850	x2	x20_25	x1_5	x3_5	x40_42_5	x60_80	x3	x_85	x9_10	x_30	x_12_0
x30_40	x2__375_500_	x30_45	x0	x30_45	x60_75	x120_135	x45_60	x75_90	x_45	x_45	Placed	x27_5_32_5	x_45	x187_5_212_5	x51_60	x5_10	x4_5_5_0	x105_120	x70_90	x48_50	x_175	x95_97	x17_19	x93__95	x90_93	x_175	x3	x450_550	x17_19	x950_1050	x0	x0_5	x0_1	x1_2	x40_42_5	x80_100	x3	x_98	x9_10	x50_55	x10_5_11_0
x30_40	x3___500_	x30_45	x25	x0_15	x105_120	x120_135	x0_15	x15_30	x105_120	x105_120	Placed	x27_5_32_5	x105_120	x187_5_212_5	x51_60	x10_15	x3_5_4_0	x135_150	x150_170	x50_55	x275_325	x99_100	x15_17	x93__95	x94_95	x275_325	x3	x750_950	x17_19	x700_750	x3	x5_10	x1_5	x3_5	x42_5_45	x40_60	x3	x85_90	x9_10	x60_65	x_9
x50_60	x2__375_500_	x30_45	x0	x30_45	x75_90	x135_150	x0_15	x45_60	x75_90	x75_90	Top_dressed	x27_5_32_5	x45_60	x162_5_187_5	x51_60	x25_35	x_3_0	x105_120	x170_190	x44_46	x375_424	x_80	x_15	x_99_1_00	x75_80	x275_325	x4	x650_750	x17_19	x700_750	x0	x15_20	x1_5	x3_5	x42_5_45	x60_80	x5	x_85	x9_10	x50_55	x_12_0
x40_50	x1___375_	x30_45	x5	x30_45	x75_90	x120_135	x45_60	x75_90	x45_60	x45_60	worked_in_solil	x_57_5	x_45	x137_5_162_5	x41_50	x10_15	x4_0_4_5	x105_120	x190_210	x35_40	x_450	x93_95	x_15	x_99_1_00	x94_95	x375_425	x5	x950_1150	x15_17	x650_700	x3	x0_5	x0_1	x3_5	x40_42_5	x80_100	x4	x90_95	x9_10	x70_80	x11_5_12_0
x40_50	x3___500_	x30_45	x0	x30_45	x75_90	x135_150	x45_60	x75_90	x45_60	x45_60	worked_in_solil	x32_5_37_5	x45_60	x187_5_212_5	x61_70	x25_35	x3_0_3_5	x120_135	x210_230	x46_48	x_450	x98_99	x19_21	x_99_1_00	x98__99	x_425	x6	x650_750	x17_19	x850_950	x2	x0_5	x0_1	x2_3	x40_42_5	x80_100	x4	x95_98	x9_10	x60_65	x9_5_10_0
x_30	x1___375_	x30_45	x_10	x45_60	x45_60	x_120	x15_30	x60_75	x_45	x_45	worked_in_solil	x32_5_37_5	x_45	x112_5_137_5	x51_60	x25_35	x3_0_3_5	x90_105	x50_70	x46_48	x_175	x99_100	x_15	x_98__99	x98__99	x_175	x5	x450_550	x17_19	x700_750	x3	x5_10	x1_5	x3_5	x40_42_5	x60_80	x6	x_85	x9_10	x30_40	x_12_0
x30_40	x1___375_	x15_30	x10	x0_15	x75_90	x120_135	x15_30	x30_45	x90_105	x75_90	worked_in_solil	x32_5_37_5	x60_75	x62_5_87_5	x51_60	x5_10	x4_0_4_5	x90_105	x70_90	x46_48	x_175	x97_98	x17_19	x_97__98	x95_97	x_175	x4	x550_650	x13_15	x750_850	x0	x0_5	x0_1	x1_2	x40_42_5	x40_60	x3	x_98	x9_10	x40_50	x11_0_11_5
x40_50	x2__375_500_	x30_45	x5	x30_45	x75_90	x120_135	x45_60	x75_90	x_45	x_45	worked_in_solil	x47_5_57_5	x_45	x112_5_137_5	x51_60	x_35	x_3_0	x105_120	x230_250	x46_48	x_450	x98_99	x_15	x_95__97	x94_95	x375_425	x5	x650_750	x17_19	x700_750	x3	x5_10	x1_5	x3_5	x42_5_45	x80_100	x5	x_85	x9_10	x50_55	x_12_0
x30_40	x2__375_500_	x15_30	x_5	x15_30	x90_105	x_120	x15_30	x45_60	x45_60	x45_60	Top_dressed	x_22_5	x45_60	x62_5_87_5	x41_50	x10_15	x4_5_5_0	x105_120	x70_90	x40_42	x175_225	x93_95	x17_19	x_99_1_00	x94_95	x175_225	x5	x450_550	x17_19	x650_700	x2	x15_20	x1_5	x3_5	x42_5_45	x60_80	x3	x_85	x9_10	x30_40	x_12_0
x50_60	x3___500_	x15_30	x25	x0_15	x120_135	x135_150	x15_30	x15_30	x120_135	x120_135	worked_in_solil	x_22_5	x105_120	x112_5_137_5	x51_60	x15_25	x3_5_4_0	x135_150	x90_110	x44_46	x175_225	x90_93	x_15	x_99_1_00	x90_93	x175_225	x6	x450_550	x17_19	x750_850	x2	x0_5	x0_1	x3_5	x42_5_45	x40_60	x2	x85_90	x9_10	x40_50	x11_0_11_5
x40_50	x3___500_	x30_45	x_5	x30_45	x75_90	x150_165	x_105	x_120	x_45	x_45	worked_in_solil	x37_5_47_5	x_45	x187_5_212_5	x61_70	x5_10	x4_0_4_5	x165_180	x50_70	x40_42	x_175	x93_95	x15_17	x_98__99	x90_93	x_175	x6	x550_650	x_23	x950_1050	x0	x20_25	x1_5	x3_5	x40_42_5	x120_140	x4	x_85	x9_10	x60_65	x9_5_10_0
x50_60	x3___500_	x30_45	x10	x15_30	x120_135	x135_150	x15_30	x45_60	x90_105	x90_105	Top_dressed	x_57_5	x_45	x137_5_162_5	x51_60	x_35	x3_0_3_5	x75_90	x110_130	x35_40	x275_325	x_80	x15_17	x93__95	x_75	x175_225	x5	x650_750	x15_17	x650_700	x2	x5_10	x0_1	x3_5	x45_47_5	x60_80	x3	x_85	x9_10	x40_50	x10_5_11_0
x40_50	x3___500_	x30_45	x20	x15_30	x90_105	x120_135	x15_30	x30_45	x75_90	x75_90	worked_in_solil	x32_5_37_5	x60_75	x162_5_187_5	x41_50	x0_5	x4_0_4_5	x105_120	x90_110	x35_40	x225_275	x98_99	x_15	x_97__98	x95_97	x225_275	x8	x350_450	x17_19	x750_850	x1	x5_10	x0_1	x3_5	x45_47_5	x40_60	x3	x90_95	x9_10	x30_40	x10_5_11_0
x40_50	x2__375_500_	x15_30	x25	x0_15	x105_120	x120_135	x15_30	x15_30	x105_120	x105_120	Placed	x32_5_37_5	x105_120	x137_5_162_5	x51_60	x0_5	x4_0_4_5	x120_135	x130_150	x55_60	x225_275	x97_98	x_15	x_99_1_00	x97_98	x225_275	x1	x650_750	x17_19	x700_750	x0	x15_20	x1_5	x3_5	x35_40	x40_60	x5	x_85	x9_10	x65_70	x10_5_11_0
x40_50	x3___500_	x0_15	x_15	x15_30	x90_105	x120_135	x30_45	x45_60	x75_90	x75_90	Placed	x11_5_27_5	x75_90	x87_5_112_5	x51_60	x_35	x_3_0	x120_135	x230_250	x46_48	x_450	x99_100	x17_19	x_98__99	x98__99	x_425	x2	x650_750	x19_21	x850_950	x1	x0_5	x0_1	x3_5	x35_40	x60_80	x2	x90_95	x9_10	x60_65	x11_0_11_5
x30_40	x3___500_	x15_30	x0	x15_30	x90_105	x120_135	x0_15	x30_45	x75_90	x75_90	worked_in_solil	x11_5_27_5	x75_90	x62_5_87_5	x25_40	x5_10	x3_0_3_5	x120_135	x70_90	x50_55	x_175	x95_97	x15_17	x_95__97	x90_93	x_175	x6	x350_450	x13_15	x750_850	x3	x0_5	x0_1	x1_2	x45_47_5	x40_60	x5	x_98	x9_10	x30_40	x10_5_11_0
x50_60	x3___500_	x30_45	x10	x15_30	x105_120	x135_150	x60_75	x90_105	x_45	x_45	Top_dressed	x37_5_47_5	x_45	x137_5_162_5	x41_50	x_35	x_3_0	x120_135	x90_110	x50_55	x175_225	x95_97	x_15	x_99_1_00	x95_97	x175_225	x3	x550_650	x19_21	x850_950	x2	x0_5	x0_1	x3_5	x35_40	x100_120	x3	x90_95	x9_10	x50_55	x_12_0
x50_60	x1___375_	x45_60	x_15	x60_75	x45_60	x135_150	x_105	x_120	x_45	x_45	Placed	x_22_5	x_45	x137_5_162_5	x41_50	x10_15	x4_0_4_5	x150_165	x230_250	x46_48	x_450	x_80	x15_17	x_99_1_00	x75_80	x325_375	x5	x750_950	x21_23	x700_750	x3	x20_25	x5_10	x3_5	x35_40	x120_140	x3	x_85	x9_10	x60_65	x_12_0
x50_60	x2__375_500_	x45_60	x_25	x_75	x45_60	x135_150	x60_75	x_120	x_45	x_45	Placed	x11_5_27_5	x_45	x162_5_187_5	x61_70	x5_10	x4_0_4_5	x165_180	x110_130	x55_60	x175_225	x95_97	x25_27	x93__95	x90_93	x175_225	x5	x450_550	x21_23	x850_950	x1	x10_15	x1_5	x3_5	x35_40	x120_140	x5	x85_90	x9_10	x40_50	x_12_0
x50_60	x2__375_500_	x45_60	x20	x30_45	x90_105	x150_165	x45_60	x75_90	x60_75	x60_75	worked_in_solil	x_22_5	x60_75	x162_5_187_5	x61_70	x5_10	x4_0_4_5	x135_150	x50_70	x30_35	x175_225	x_80	x19_21	x_99_1_00	x75_80	x_175	x4	x750_950	x17_19	x600_650	x1	x20_25	x1_5	x3_5	x35_40	x80_100	x5	x_85	x9_10	x50_55	x11_0_11_5
x30_40	x3___500_	x15_30	x_20	x30_45	x75_90	x120_135	x0_15	x45_60	x75_90	x75_90	Placed	x_22_5	x75_90	x62_5_87_5	x25_40	x5_10	x4_0_4_5	x120_135	x150_170	x30_35	x_450	x_80	x21_23	x_99_1_00	x75_80	x325_375	x5	x550_650	x13_15	x850_950	x0	x0_5	x0_1	x0_1	x40_42_5	x60_80	x3	x_98	x9_10	x50_55	x9_0_9_5
x40_50	x2__375_500_	x30_45	x5	x30_45	x75_90	x120_135	x30_45	x60_75	x45_60	x45_60	worked_in_solil	x27_5_32_5	x45_60	x162_5_187_5	x51_60	x0_5	x4_0_4_5	x120_135	x190_210	x35_40	x_450	x98_99	x_15	x_99_1_00	x98__99	x_425	x5	x750_950	x17_19	x700_750	x3	x5_10	x1_5	x3_5	x42_5_45	x60_80	x5	x_85	x9_10	x60_65	x_12_0
x30_40	x3___500_	x30_45	x15	x15_30	x75_90	x120_135	x45_60	x60_75	x60_75	x60_75	Placed	x11_5_27_5	x60_75	x162_5_187_5	x61_70	x0_5	x4_5_5_0	x120_135	x50_70	x44_46	x_175	x95_97	x17_19	x_99_1_00	x95_97	x_175	x6	x550_650	x_23	x850_950	x1	x25_30	x5_10	x3_5	x42_5_45	x80_100	x2	x_85	x9_10	x50_55	x10_0_10_5
x50_60	x2__375_500_	x15_30	x25	x0_15	x120_135	x135_150	x15_30	x15_30	x105_120	x105_120	Placed	x_22_5	x105_120	x87_5_112_5	x61_70	x15_25	x3_5_4_0	x135_150	x110_130	x50_55	x225_275	x98_99	x21_23	x_97__98	x95_97	x225_275	x6	x650_750	x21_23	x950_1050	x1	x0_5	x0_1	x3_5	x40_42_5	x40_60	x2	x90_95	x9_10	x70_80	x9_5_10_0
x50_60	x2__375_500_	x45_60	x10	x30_45	x90_105	x135_150	x60_75	x105_120	x_45	x_45	worked_in_solil	x_22_5	x_45	x187_5_212_5	x51_60	x_35	x3_5_4_0	x135_150	x170_190	x30_35	x_450	x80_85	x_15	x_99_1_00	x80_85	x325_375	x3	x650_750	x19_21	x850_950	x0	x5_10	x0_1	x3_5	x40_42_5	x100_120	x3	x90_95	x9_10	x60_65	x10_5_11_0
x50_60	x1___375_	x30_45	x_5	x30_45	x90_105	x135_150	x75_90	x_120	x_45	x_45	Placed	x_22_5	x_45	x162_5_187_5	x41_50	x25_35	x3_5_4_0	x165_180	x230_250	x46_48	x_450	x98_99	x_15	x_99_1_00	x98__99	x_425	x5	x750_950	x21_23	x850_950	x2	x10_15	x1_5	x3_5	x42_5_45	x120_140	x4	x_85	x9_10	x70_80	x_12_0
x40_50	x2__375_500_	x30_45	x_5	x30_45	x90_105	x135_150	x0_15	x45_60	x90_105	x90_105	Placed	x_22_5	x90_105	x137_5_162_5	x51_60	x5_10	x4_0_4_5	x135_150	x110_130	x50_55	x225_275	x98_99	x15_17	x90__93	x90_93	x225_275	x5	x550_650	x15_17	x750_850	x_1	x0_5	x0_1	x3_5	x42_5_45	x60_80	x3	x95_98	x9_10	x40_50	x11_0_11_5
x40_50	x1___375_	x15_30	x10	x0_15	x105_120	x135_150	x15_30	x30_45	x105_120	x105_120	Placed	x_22_5	x105_120	x87_5_112_5	x61_70	x25_35	x3_0_3_5	x150_165	x130_150	x48_50	x275_325	x93_95	x23_25	x_95__97	x90_93	x225_275	x5	x750_950	x19_21	x850_950	x3	x0_5	x0_1	x3_5	x45_47_5	x40_60	x4	x90_95	x9_10	x70_80	x10_0_10_5
x30_40	x1___375_	x30_45	x15	x15_30	x60_75	x120_135	x90_105	x_120	x_45	x_45	Placed	x37_5_47_5	x_45	x112_5_137_5	x41_50	x_35	x3_5_4_0	x150_165	x150_170	x42_44	x325_375	x80_85	x17_19	x_99_1_00	x80_85	x275_325	x4	x650_750	x17_19	x950_1050	x1	x0_5	x0_1	x1_2	x35_40	x120_140	x3	x_98	x9_10	x70_80	x_12_0
x30_40	x2__375_500_	x0_15	x5	x0_15	x105_120	x120_135	x30_45	x30_45	x90_105	x90_105	Top_dressed	x_22_5	x75_90	x87_5_112_5	x51_60	x_35	x_3_0	x105_120	x230_250	x50_55	x_450	x85_90	x17_19	x_99_1_00	x85_90	x375_425	x5	x550_650	x21_23	x850_950	x2	x10_15	x1_5	x3_5	x35_40	x40_60	x4	x85_90	x9_10	x50_55	x10_5_11_0
x40_50	x1___375_	x45_60	x25	x15_30	x105_120	x135_150	x15_30	x45_60	x90_105	x90_105	Top_dressed	x11_5_27_5	x75_90	x187_5_212_5	x51_60	x25_35	x3_0_3_5	x120_135	x70_90	x42_44	x175_225	x85_90	x17_19	x_95__97	x80_85	x_175	x6	x450_550	x19_21	x950_1050	x2	x0_5	x0_1	x2_3	x40_42_5	x60_80	x4	x95_98	x9_10	x40_50	x10_5_11_0
x40_50	x1___375_	x15_30	x_5	x15_30	x90_105	x135_150	x90_105	x_120	x_45	x_45	Placed	x_22_5	x_45	x112_5_137_5	x51_60	x10_15	x4_5_5_0	x150_165	x70_90	x35_40	x175_225	x93_95	x_15	x_98__99	x90_93	x175_225	x5	x450_550	x19_21	x750_850	x_3	x5_10	x1_5	x3_5	x45_47_5	x120_140	x6	x_85	x9_10	x40_50	x_12_0
x50_60	x3___500_	x30_45	x_10	x45_60	x75_90	x135_150	x30_45	x75_90	x60_75	x60_75	Placed	x_22_5	x60_75	x162_5_187_5	x_70	x5_10	x_5_0	x135_150	x70_90	x42_44	x175_225	x99_100	x23_25	x93__95	x94_95	x175_225	x5	x950_1150	x21_23	x600_650	x2	x10_15	x5_10	x3_5	x40_42_5	x80_100	x3	x_85	x9_10	x65_70	x9_5_10_0
x40_50	x2__375_500_	x0_15	x_20	x15_30	x75_90	x135_150	x15_30	x45_60	x90_105	x75_90	Placed	x_22_5	x75_90	x37_5_62_5	x51_60	x25_35	x3_0_3_5	x135_150	x190_210	x30_35	x_450	x98_99	x25_27	x93__95	x90_93	x375_425	x6	x650_750	x13_15	x850_950	x0	x0_5	x0_1	x0_1	x47_5_50	x60_80	x3	x_98	x9_10	x60_65	x9_5_10_0
